X,K,L,NMI,RAND,DAVIES
X_train,13,16,0.576798082256,0.411715599938,6.41387750235
X_train,13,16,0.541062838905,0.389137673382,6.19763249999
X_train,13,16,0.476797730539,0.286976574445,5.71781332516
X_train,13,16,0.601914840088,0.42666724181,5.69217337049
X_train,13,16,0.578631708064,0.419893997483,6.0044949704
X_train,13,16,0.547616745758,0.374303447764,5.57259168255
X_train,13,16,0.526400559125,0.363886791683,6.19479279122
X_train,13,16,0.586252930633,0.413576456216,5.78656275899
X_train,13,16,0.549530186735,0.39082711588,6.01544727727
X_train,13,16,0.577599602173,0.306929475886,5.36176035238
X_train_norm,13,16,0.601976328052,0.430749110631,6.19053701747
