X,K,L,NMI,RAND,DAVIES
X_train,3,2,0.539947518407,0.397279062218,6.19480289848
X_train,3,2,0.524305859013,0.385570702271,5.72888081992
X_train,3,2,0.600661358554,0.62922685875,6.37223593937
X_train,3,2,0.579595687329,0.606322297698,6.36077557656
X_train,3,2,0.56161129288,0.428462671616,5.90729947454
X_train,3,2,0.558914865781,0.423062370918,5.90776447079
X_train,3,2,0.457365685002,0.381101517543,7.69391975983
X_train,3,2,0.457365685002,0.381101517543,7.69391975983
X_train,3,2,0.569124840399,0.430196753905,5.10959593996
X_train,3,2,0.451235508398,0.375367988806,7.74235000182
X_train_norm,3,2,0.417258279168,0.336350214409,8.35759279557
X_train_norm,3,2,0.56022125479,0.425712217769,6.00966187003
X_train_norm,3,2,0.453839793195,0.377661677778,7.8165551833
X_train_norm,3,2,0.573269103054,0.436343269396,5.90598574623
X_train_norm,3,2,0.56466063025,0.434263344216,5.90255707421
X_train_norm,3,2,0.570644436188,0.43104766862,5.87325003836
X_train_norm,3,2,0.180594414458,0.0423161408516,5.56708987004
X_train_norm,3,2,0.568612517278,0.420638617918,6.02301716237
X_train_norm,3,2,0.519612411637,0.399689688712,6.28309279838
X_train_norm,3,2,0.471057224077,0.373725410119,7.15161905047
X_train_tfidf,3,2,0.0702213562123,0.00136960707207,2.21959939473
X_train_tfidf,3,2,0.499091521781,0.449738856049,8.19601666873
X_train_tfidf,3,2,0.567214052716,0.435314520691,5.90235155324
X_train_tfidf,3,2,0.521367817541,0.374873822483,7.04037054368
X_train_tfidf,3,2,0.404351587318,0.339155324939,9.6584261612
X_train_tfidf,3,2,0.19554974345,0.135016571707,8.93765446944
X_train_tfidf,3,2,0.484310880075,0.431457208841,8.2428919155
X_train_tfidf,3,2,0.510332584638,0.463068060289,8.51388302265
X_train_tfidf,3,2,0.541803083247,0.396886824663,nan
X_train_tfidf,3,2,0.508346728574,0.471175524252,10.8176906155
X_train_norm_tfidf,3,2,0.509906089902,0.437245231217,8.30964351599
X_train_norm_tfidf,3,2,0.0462139706394,0.00893754792156,10.4212520577
X_train_norm_tfidf,3,2,0.199640371221,0.141805488045,7.80229365671
X_train_norm_tfidf,3,2,0.514042291837,0.491140887723,7.8432714122
X_train_norm_tfidf,3,2,0.463331310677,0.414325754246,9.63007347769
X_train_norm_tfidf,3,2,0.0484718792218,0.018506612965,9.85446680108
X_train_norm_tfidf,3,2,0.554718886383,0.452866036224,6.95186918086
X_train_norm_tfidf,3,2,0.0743691555083,0.00603735504674,7.2029318959
X_train_norm_tfidf,3,2,0.489343999337,0.437199020288,8.18342812851
X_train_norm_tfidf,3,2,0.489380260849,0.388987969187,8.77830577045
X_train,3,3,0.477527822591,0.420443101119,4.79559056865
X_train,3,3,0.50031368442,0.353648647071,4.35360313115
X_train,3,3,0.648118713997,0.607888899262,5.62024357796
X_train,3,3,0.602264241952,0.492697682255,5.28634401513
X_train,3,3,0.630629345935,0.615290456647,5.61946498241
X_train,3,3,0.648118713997,0.607888899262,5.62024357796
X_train,3,3,0.543609084766,0.406004765796,4.48963171828
X_train,3,3,0.655281455862,0.636533931323,5.68726519259
X_train,3,3,0.502143703209,0.370082294444,4.72921417964
X_train,3,3,0.626826392951,0.608821121494,5.61854554627
X_train_norm,3,3,0.648118713997,0.607888899262,5.62024357796
X_train_norm,3,3,0.706724906231,0.711266667034,5.7090770272
X_train_norm,3,3,0.648118713997,0.607888899262,5.62024357796
X_train_norm,3,3,0.602264241952,0.492697682255,5.28634401513
X_train_norm,3,3,0.648118713997,0.607888899262,5.62024357796
X_train_norm,3,3,0.630629345935,0.615290456647,5.61946498241
X_train_norm,3,3,0.612542685938,0.50383583548,5.29919582544
X_train_norm,3,3,0.667844949,0.657649374094,5.70894663506
X_train_norm,3,3,0.676764309959,0.672348691225,5.68020627716
X_train_norm,3,3,0.632291507446,0.650789452836,5.87282507413
X_train_tfidf,3,3,0.354688929135,0.19458142684,4.79604323326
X_train_tfidf,3,3,0.414547273098,0.260761460977,5.33996459092
X_train_tfidf,3,3,0.487076254824,0.401415070817,7.01262917659
X_train_tfidf,3,3,0.120834890788,0.0187774449307,3.93099871205
X_train_tfidf,3,3,0.579666975155,0.469109576093,6.50219254954
X_train_tfidf,3,3,0.387069586158,0.229315583278,5.21251960791
X_train_tfidf,3,3,0.591346534432,0.491270979329,5.7048182935
X_train_tfidf,3,3,0.598759345127,0.541688977281,6.81678334937
X_train_tfidf,3,3,0.748916054426,0.770607645745,6.83607293933
X_train_tfidf,3,3,0.675656611599,0.582229844952,6.47268665226
X_train_norm_tfidf,3,3,0.778230328803,0.784475336762,6.6818779665
X_train_norm_tfidf,3,3,0.641438761695,0.573865654441,6.62803340189
X_train_norm_tfidf,3,3,0.503752737726,0.380952025549,5.64176708611
X_train_norm_tfidf,3,3,0.131725356677,0.00633731936303,2.70518947337
X_train_norm_tfidf,3,3,0.664865193697,0.568364067239,6.39507965476
X_train_norm_tfidf,3,3,0.57393819249,0.498641242572,6.79705240053
X_train_norm_tfidf,3,3,0.569296849032,0.521477424859,6.79060107204
X_train_norm_tfidf,3,3,0.743124260961,0.762551246069,6.84829193524
X_train_norm_tfidf,3,3,0.387069586158,0.229315583278,5.21251960791
X_train_norm_tfidf,3,3,0.465075973295,0.383730249109,7.02315624244
X_train,3,4,0.633302005752,0.612365380029,5.62780341036
X_train,3,4,0.65452135617,0.657298269585,5.73346275556
X_train,3,4,0.518861514059,0.390029253537,4.72871266462
X_train,3,4,0.638513480037,0.628607451932,5.66735574781
X_train,3,4,0.607353625619,0.623128895627,5.89254486064
X_train,3,4,0.643122461703,0.62863122461,5.65977732982
X_train,3,4,0.507942610789,0.371750302746,5.05173807992
X_train,3,4,0.569535938881,0.447294151162,4.61953309051
X_train,3,4,0.436030908514,0.277460725395,4.90435126446
X_train,3,4,0.585324112787,0.464224687433,4.8074452807
X_train_norm,3,4,0.519014586108,0.378527419293,4.70211401186
X_train_norm,3,4,0.685964771084,0.698540016603,5.67829900477
X_train_norm,3,4,0.682253982973,0.723963533392,5.73705534259
X_train_norm,3,4,0.704897529922,0.739963672758,5.71201583814
X_train_norm,3,4,0.627262170383,0.596763085229,5.62042947253
X_train_norm,3,4,0.574257682739,0.453158604364,4.84129406866
X_train_norm,3,4,0.690917556609,0.706279176917,5.69206266316
X_train_norm,3,4,0.586178331928,0.579657943334,5.85030759293
X_train_norm,3,4,0.654151112031,0.62712287146,5.66160507139
X_train_norm,3,4,0.658923531627,0.65466202681,5.67569927245
X_train_tfidf,3,4,0.661364388546,0.582122031765,6.56663998042
X_train_tfidf,3,4,0.709363635646,0.673857368006,6.73459042727
X_train_tfidf,3,4,0.671512936356,0.57424590879,6.3981795969
X_train_tfidf,3,4,0.428340594681,0.278741115286,5.58321265963
X_train_tfidf,3,4,0.525013156747,0.4185252775,6.64295484927
X_train_tfidf,3,4,0.672824673639,0.576788815151,6.41842648473
X_train_tfidf,3,4,0.316246465678,0.14344763698,5.10371262274
X_train_tfidf,3,4,0.744722670881,0.762848626494,6.84767630821
X_train_tfidf,3,4,0.656935404647,0.6453832563,6.85145683666
X_train_tfidf,3,4,0.739017596243,0.760021601716,6.86581022385
X_train_norm_tfidf,3,4,0.756141980262,0.778945532938,6.83922720872
X_train_norm_tfidf,3,4,0.497190653194,0.42574229075,6.09281641547
X_train_norm_tfidf,3,4,0.672854254557,0.645788635176,6.76652260356
X_train_norm_tfidf,3,4,0.664994079533,0.588725505953,6.61018575286
X_train_norm_tfidf,3,4,0.78165043893,0.81249530175,6.84593154404
X_train_norm_tfidf,3,4,0.265836243169,0.15991286878,5.64576976545
X_train_norm_tfidf,3,4,0.400599447998,0.244758975868,5.28346249303
X_train_norm_tfidf,3,4,0.680644986325,0.571761066315,6.380118066
X_train_norm_tfidf,3,4,0.61427268794,0.566593453866,6.72610514169
X_train_norm_tfidf,3,4,0.770513575991,0.719283741682,6.71616244842
X_train,3,5,0.538836969782,0.378361651974,5.02249935215
X_train,3,5,0.664515807364,0.664200192133,5.72326531995
X_train,3,5,0.644886241771,0.60529615534,5.62521247262
X_train,3,5,0.628985326144,0.621042804789,5.64611895304
X_train,3,5,0.638266762376,0.686400010503,5.82020756308
X_train,3,5,0.679415762723,0.670370926066,5.71882626909
X_train,3,5,0.553709475075,0.416433245579,4.51878538397
X_train,3,5,0.675097521058,0.674206996363,5.65997504404
X_train,3,5,0.637768258803,0.619207164225,5.65007337633
X_train,3,5,0.555459737171,0.41572132754,5.15015481385
X_train_norm,3,5,0.618370545373,0.567216205662,5.65645603047
X_train_norm,3,5,0.673508740496,0.670170851037,5.71493381515
X_train_norm,3,5,0.67875251291,0.687026832896,5.69431147077
X_train_norm,3,5,0.65444733589,0.658507167731,5.71897532077
X_train_norm,3,5,0.663593771083,0.672062613776,5.73864448322
X_train_norm,3,5,0.698167897449,0.720614784461,5.70760449585
X_train_norm,3,5,0.693467691268,0.6839447985,5.69770612616
X_train_norm,3,5,0.724645587107,0.748491409193,5.69444439139
X_train_norm,3,5,0.478166038548,0.32923420597,4.85560796044
X_train_norm,3,5,0.689519517226,0.730471087215,5.72959780846
X_train_tfidf,3,5,0.656599304616,0.57053914711,6.46674242062
X_train_tfidf,3,5,0.650599350366,0.573497823611,6.5357124018
X_train_tfidf,3,5,0.643626304241,0.604394035794,6.81490576826
X_train_tfidf,3,5,0.652268811096,0.562511262592,6.39100542338
X_train_tfidf,3,5,0.60610956228,0.515473925398,6.4879307125
X_train_tfidf,3,5,0.696625814521,0.602901011081,6.60193493465
X_train_tfidf,3,5,0.611399290366,0.512097669289,5.76979608116
X_train_tfidf,3,5,0.743601781775,0.725229020945,6.71179312583
X_train_tfidf,3,5,0.729597752617,0.753178769567,6.84577227598
X_train_tfidf,3,5,0.678765197136,0.602240895909,6.64617413056
X_train_norm_tfidf,3,5,0.637085632244,0.545171966999,6.38921083775
X_train_norm_tfidf,3,5,0.664865193697,0.568364067239,6.39507965476
X_train_norm_tfidf,3,5,0.617600783789,0.572560244544,6.81739356752
X_train_norm_tfidf,3,5,0.542673101599,0.406009824354,6.06888506618
X_train_norm_tfidf,3,5,0.387069586158,0.229315583278,5.21251960791
X_train_norm_tfidf,3,5,0.647247166911,0.567446552633,6.48418607034
X_train_norm_tfidf,3,5,0.654216898374,0.580031706349,6.58136604837
X_train_norm_tfidf,3,5,0.675656611599,0.582229844952,6.47268665226
X_train_norm_tfidf,3,5,0.487595725913,0.351097672004,5.52507227804
X_train_norm_tfidf,3,5,0.435122678727,0.287245454562,5.60074648548
X_train,3,6,0.699430543824,0.714545529989,5.68782230722
X_train,3,6,0.698167897449,0.720614784461,5.70760449585
X_train,3,6,0.646148151913,0.640924538604,5.6371683892
X_train,3,6,0.681616360542,0.700077750324,5.65436581231
X_train,3,6,0.694884092022,0.720796210132,5.704030586
X_train,3,6,0.659328399179,0.65493895112,5.67722708215
X_train,3,6,0.701027142248,0.699712762387,5.69885258931
X_train,3,6,0.574285331138,0.458023199301,4.59069071243
X_train,3,6,0.431770892006,0.276669884708,4.63555012592
X_train,3,6,0.653613926291,0.642752012623,5.67474887603
X_train_norm,3,6,0.69969728385,0.719169178956,5.72402545974
X_train_norm,3,6,0.536094410038,0.411453495106,5.05443286295
X_train_norm,3,6,0.683874029299,0.704500349518,5.69393858916
X_train_norm,3,6,0.643698695725,0.616847423451,5.62109880567
X_train_norm,3,6,0.634761284789,0.606648867876,5.62387474098
X_train_norm,3,6,0.442757486342,0.354717185756,5.9656050286
X_train_norm,3,6,0.682788570783,0.64694901564,5.68004327173
X_train_norm,3,6,0.480729558974,0.340621577175,5.14628378701
X_train_norm,3,6,0.675375196391,0.712839853037,5.73177650852
X_train_norm,3,6,0.649728090687,0.632169851484,5.62766651847
X_train_tfidf,3,6,0.708297589347,0.732666698943,6.71571054117
X_train_tfidf,3,6,0.526309517393,0.393008837013,5.26969065445
X_train_tfidf,3,6,0.721335772006,0.721516787844,6.75057377635
X_train_tfidf,3,6,0.666240089938,0.570989802524,6.42454796113
X_train_tfidf,3,6,0.464142507729,0.322991809186,5.44468764226
X_train_tfidf,3,6,0.592092426687,0.549649670603,6.87622472876
X_train_tfidf,3,6,0.223852404162,0.0468426017865,4.01169488301
X_train_tfidf,3,6,0.696571629116,0.700115902794,6.84753781269
X_train_tfidf,3,6,0.664865193697,0.568364067239,6.39507965476
X_train_tfidf,3,6,0.656599304616,0.57053914711,6.46674242062
X_train_norm_tfidf,3,6,0.441983682957,0.296141680394,5.40575462249
X_train_norm_tfidf,3,6,0.672414480361,0.582684919459,6.51989020242
X_train_norm_tfidf,3,6,0.625624687498,0.59517373094,6.92169619042
X_train_norm_tfidf,3,6,0.570278404942,0.470491176799,6.04911515649
