X,K,L,NMI,RAND,DAVIES
X_train,9,12,0.286085860715,0.120109775251,4.00622357109
X_train,9,12,0.281403044402,0.147124334998,4.03806549255
X_train,9,12,0.272753269321,0.153367130836,4.13043506437
X_train,9,12,0.301392784822,0.161290163487,4.07722578743
X_train,9,12,0.274551988907,0.142005155778,4.63431140028
X_train,9,12,0.286506913331,0.125729981312,4.07925661245
X_train,9,12,0.30015120069,0.14608155192,4.4107303427
X_train,9,12,0.280776034089,0.139637233237,3.99259349593
X_train,9,12,0.283322022445,0.142399487211,4.43058290094
X_train,9,12,0.295905073271,0.125476528581,4.32263065105
X_train_norm,9,12,0.292187491297,0.173206951344,4.207654874
X_train_norm,9,12,0.275418333464,0.151566302765,3.88603703813
X_train_norm,9,12,0.264434899196,0.103123346713,4.42404758827
X_train_norm,9,12,0.285425892427,0.149264951119,4.27780864044
X_train_norm,9,12,0.289662509655,0.132444014446,4.03014620223
X_train_norm,9,12,0.292309014453,0.100688659105,4.20328654894
X_train_norm,9,12,0.282201867011,0.11761410919,4.35825905722
X_train_norm,9,12,0.253457873371,0.0795023994651,4.08983867564
X_train_norm,9,12,0.270635527053,0.11751996876,4.05429060689
X_train_norm,9,12,0.286667556288,0.140329244316,4.195997843
X_train_tfidf,9,12,0.320605834828,0.220165948963,4.8383193763
X_train_tfidf,9,12,0.32928415877,0.157236506912,4.53830562074
X_train_tfidf,9,12,0.351885510439,0.119362342982,4.62367353981
X_train_tfidf,9,12,0.338329058645,0.113264120997,4.81207113075
X_train_tfidf,9,12,0.348924128481,0.146295617672,4.43170153115
X_train_tfidf,9,12,0.348517654663,0.144749977058,4.93583237334
X_train_tfidf,9,12,0.359484679659,0.120562744694,4.66283237212
X_train_tfidf,9,12,0.343289296404,0.123310824397,4.98052918426
X_train_tfidf,9,12,0.307151214159,0.0963994924003,4.6242668978
X_train_tfidf,9,12,0.357477806835,0.132389992175,4.38473794478
X_train_norm_tfidf,9,12,0.355672359743,0.131428614202,4.61485873446
X_train_norm_tfidf,9,12,0.341251429731,0.0995609144119,4.45802025233
X_train_norm_tfidf,9,12,0.318598803823,0.0988557747246,4.56973209488
X_train_norm_tfidf,9,12,0.337389552024,0.101468597918,4.73276940147
X_train_norm_tfidf,9,12,0.314839931217,0.0759275976939,4.37660286655
X_train_norm_tfidf,9,12,0.31178284833,0.135032843247,4.97899633567
X_train_norm_tfidf,9,12,0.331245717878,0.0785231154299,4.81447475451
X_train_norm_tfidf,9,12,0.364716005746,0.173120644877,4.5174498212
X_train_norm_tfidf,9,12,0.290901998058,0.0865803385991,4.0719656795
X_train_norm_tfidf,9,12,0.297338329839,0.0768282590841,4.61041638073
