X,K,L,NMI,RAND,DAVIES
X_train,3,5,0.68713042257,0.706116514977,5.68866175393
X_train,3,5,0.773920073401,0.803979831282,5.71033148404
X_train,3,5,0.734548932248,0.746251258642,5.64248735303
X_train,3,5,0.68713042257,0.706116514977,5.68866175393
X_train,3,5,0.728485737014,0.744165263916,5.67676102422
X_train,3,5,0.692366665875,0.714048951263,5.69588476326
X_train,3,5,0.682046138661,0.698303938377,5.69042778878
X_train,3,5,0.679336639199,0.694909534763,5.70370152863
X_train,3,5,0.723101168051,0.736109710396,5.64750465315
X_train,3,5,0.675808936987,0.695069540318,5.70992426013
X_train_norm,3,5,0.696147105675,0.715818629315,5.68257044917
X_train_norm,3,5,0.72074706934,0.725483012832,5.63938884192
X_train_norm,3,5,0.779972896291,0.789083452759,5.66803884458
X_train_norm,3,5,0.659597913129,0.663924745992,5.71522441528
X_train_norm,3,5,0.68713042257,0.706116514977,5.68866175393
X_train_norm,3,5,0.685778589739,0.697008437227,5.69125803388
X_train_norm,3,5,0.745045949469,0.752861823662,5.66131131028
X_train_norm,3,5,0.697763686245,0.722100660855,5.70348764062
X_train_norm,3,5,0.763352675943,0.78018529946,5.68245111505
X_train_norm,3,5,0.751918390515,0.770664255443,5.67077829281
X_train_tfidf,3,5,0.719157743294,0.706452236385,6.77404840457
X_train_tfidf,3,5,0.687207233971,0.645966334615,6.71448135077
X_train_tfidf,3,5,0.673957401188,0.636975134677,6.72524151042
X_train_tfidf,3,5,0.68458219563,0.633965031821,6.73133223673
X_train_tfidf,3,5,0.668533268231,0.588587554137,6.63847229724
X_train_tfidf,3,5,0.730991929853,0.723903176122,6.72016298961
X_train_tfidf,3,5,0.700164353841,0.669168640985,6.74482076363
X_train_tfidf,3,5,0.676383368965,0.625687306114,6.74756107642
X_train_tfidf,3,5,0.734570862858,0.700811761766,6.73633324587
X_train_tfidf,3,5,0.543720568806,0.46182411898,6.55510933991
X_train_norm_tfidf,3,5,0.668047808193,0.626202186076,6.7326985178
X_train_norm_tfidf,3,5,0.740914317086,0.687056737589,6.72481051057
X_train_norm_tfidf,3,5,0.711112655676,0.693011977128,6.77120718083
X_train_norm_tfidf,3,5,0.724958898715,0.692745900069,6.72998178677
X_train_norm_tfidf,3,5,0.691619172979,0.661763082472,6.72689260748
X_train_norm_tfidf,3,5,0.700284130617,0.65995217179,6.73700194085
X_train_norm_tfidf,3,5,0.657169283042,0.606138563678,6.73787575134
X_train_norm_tfidf,3,5,0.696625814521,0.602901011081,6.60917240698
X_train_norm_tfidf,3,5,0.719157743294,0.706452236385,6.77987458028
X_train_norm_tfidf,3,5,0.465309084859,0.411886905787,6.70247975123
