X,K,NMI,RAND,DAVIES
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0283930928226,1.35591489059e-06,1.28606876712
X_train,3,0.0183813792462,-4.38417484632e-05,1.43062931401
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0420993054319,4.54964843268e-05,1.31329723203
X_train,3,0.0283930928226,1.35591489059e-06,1.28606876712
X_train_norm,3,0.369416578588,0.239133634764,1.93199620374
X_train_norm,3,0.234305733424,0.0470014597794,1.56502090863
X_train_norm,3,0.412752895484,0.280563873281,1.92727967988
X_train_norm,3,0.374686627235,0.221467344062,1.74725451515
X_train_norm,3,0.478523923654,0.330508423337,1.86253853762
X_train_norm,3,0.533648559,0.439812139626,1.88848281647
X_train_norm,3,0.364847189507,0.186922186458,1.75962668649
X_train_norm,3,0.480257107822,0.351191982003,1.8154830134
X_train_norm,3,0.506776244376,0.396547559123,1.86877088323
X_train_norm,3,0.388170730666,0.344309617545,1.92497401941
X_train_tfidf,3,0.0283930928226,1.35591489059e-06,1.24459902059
X_train_tfidf,3,0.0420993054319,4.54964843268e-05,1.27162159943
X_train_tfidf,3,0.0283930928226,1.35591489059e-06,1.24459902059
X_train_tfidf,3,0.0420993054319,4.54964843268e-05,1.27162159943
X_train_tfidf,3,0.0420993054319,4.54964843268e-05,1.27162159943
X_train_tfidf,3,0.033112114257,-2.22229629876e-05,1.29216867834
X_train_tfidf,3,0.0283930928226,1.35591489059e-06,1.24459902059
X_train_tfidf,3,0.0420993054319,4.54964843268e-05,1.27162159943
X_train_tfidf,3,0.0283930928226,1.35591489059e-06,1.24459902059
X_train_tfidf,3,0.0283930928226,1.35591489059e-06,1.24459902059
X_train_norm_tfidf,3,0.325331872805,0.144718358111,1.89397017408
X_train_norm_tfidf,3,0.366863545393,0.20150040262,2.02780784814
X_train_norm_tfidf,3,0.198634775805,0.137585614187,2.48338862272
X_train_norm_tfidf,3,0.212192186596,0.0316709971764,1.66556070364
X_train_norm_tfidf,3,0.210946890428,0.036079224727,1.60909723444
X_train_norm_tfidf,3,0.221066117541,0.0998290375757,2.00333024811
X_train_norm_tfidf,3,0.18060786387,0.0301119032378,1.45825883697
X_train_norm_tfidf,3,0.152100313075,0.0104488205973,1.42969649187
X_train_norm_tfidf,3,0.321179759554,0.125195174037,2.00635412073
X_train_norm_tfidf,3,0.336934409416,0.125785627664,2.05074821178
