word,V cluster 0 value,V cluster 1 value,tf norm value
jogo,19.3527267394,1.87040747251e-05,16.1345006713
jogos,15.6353496953,1.54556249408e-23,13.7376085609
feira,6.07173171202,8.43601036208e-54,6.58016281503
playstation,6.35047727335,9.26734952961e-84,6.50286252979
novo,5.79390446145,3.34444164084e-25,6.2847611163
xbox,5.08179498493,4.02883885549e-45,5.93517551309
equipe,5.55833915879,8.9052424836e-19,5.13623838346
dia,5.07335915865,3.48601629221e-23,5.0844037314
anos,4.45772025754,4.26177288793e-48,4.87810570511
time,5.00674944051,0.111621677805,4.72817539153
brasileiro,4.38930985302,4.64107023359e-05,4.62058505134
game,5.00866710716,0.711428335873,4.59798879455
console,4.36396050274,7.26881670789e-34,4.56307259533
minutos,5.2089078997,5.05699831963e-75,4.5284134726
jogador,4.3587845406,1.11231646213e-39,4.51859855812
monetáriointerno,4.20360363283,8.70711420166e-05,4.39775037509
apenas,4.51116813321,1.45033620722e-08,4.39400299907
ano,4.29161837095,0.0741962269436,4.34858225763
dois,4.83620090059,1.74647660812e-28,4.23853229794
games,4.03979737147,1.17938511064,4.23125607384
final,4.34828341839,0.313408294338,4.20030301106
real,4.81827687176,9.98675099274e-52,4.19956294008
tempo,4.44838081005,4.21454055913e-37,4.19650747198
sony,3.9137459447,1.97619133916e-60,4.15619803355
segundo,4.18209501695,0.335632274021,4.14510109671
título,4.21163516811,3.22179918625e-31,4.12536426416
melhor,3.81526278733,1.05101279239e-16,3.9570933128
gol,4.50542691225,2.88735243741e-115,3.91517632453
brasil,3.93566269372,0.689588317028,3.90483081613
wii,3.82603791767,1.49389828645e-20,3.89686450689
paulo,4.1686529716,1.39986127489e-08,3.88447442443
ufc,2.25584211374,2.32789600047e-53,3.87983449441
jogadores,4.1802252545,0.487558805196,3.76481529669
técnico,3.53305987435,3.84026512364e-109,3.56462451803
euro,2.80695248024,8.06411196822e-113,3.4981714608
partida,4.03762862007,2.42562574374e-17,3.46462320074
além,3.26154453813,0.0929464401425,3.38942645929
the,3.49034659586,0.112794388662,3.38157768055
breno,2.78896029116,3.84939465764e-110,3.34439260137
futebol,2.714864825,8.4032347198e-93,3.301483074
casa,3.20352172774,1.11215486464e-22,3.29482308161
nintendo,3.11159571244,6.48804195104e-18,3.27248181662
campeão,2.6305598578,2.04539651153e-16,3.16811517507
campeonato,3.19917468066,0.0919783086263,3.15914582978
clube,3.18616471509,3.45327046227e-104,3.15377741762
durante,3.07654041673,1.96612407599e-19,3.09436906633
mundo,3.00768427503,0.135006329817,3.09066933561
vitória,2.94125321271,1.06834005246e-67,3.02446688507
vai,2.80639171403,1.46684881801e-75,3.01190358314
bem,3.18465079801,3.95414567207e-36,2.98202278262
espanha,3.06646095529,8.72209434156e-107,2.9656773629
quarta,2.87981185012,4.92111630564e-22,2.91848231677
bola,3.34768787087,2.2342146347e-113,2.91680857213
atacante,2.9368172967,7.87943830172e-118,2.88981319147
arena,2.64264683384,1.02544350313e-13,2.88952610577
nova,2.70814881071,0.00338817446698,2.83618971178
torcedores,2.39941557976,2.21423158297e-97,2.83342620539
meio,2.55160115744,6.42153137268e-49,2.82656856003
três,2.94160273515,9.08670294086e-10,2.82055070171
barcelona,3.10020325327,2.29255122336e-96,2.79061228958
grupo,2.72178529792,1.36368286712e-98,2.7649274719
madrid,3.2080918363,8.19005314374e-117,2.75754288117
primeira,2.65153187769,1.63193760079e-29,2.72732427872
one,2.40500269189,1.09156949408e-63,2.70936450188
jogar,2.77593832931,9.86914225147e-48,2.69819886876
gols,3.13437836723,9.50776488006e-118,2.69286933272
seleção,2.32547218473,2.12222100963e-72,2.6180042938
fez,2.64846743372,4.53303859767e-82,2.61110358594
mil,2.4055484918,0.153914025337,2.51863238616
pessoas,2.78113833016,1.14842546568e-29,2.50322177636
temporada,2.49492117547,0.278320209837,2.47032517986
liga,2.58517043086,1.98280123991e-54,2.46858396412
ps,2.37357956081,7.9081546311e-43,2.46754638865
usmonetáriointerno,2.3011921891,0.178845342734,2.46413880836
lançado,2.70789836497,0.000312036068242,2.46197900681
conta,2.25261218483,2.82082761915e-62,2.40958508998
afirmou,2.16661902471,1.01621762016e-66,2.39849152024
espanhol,2.63265988385,2.35303296548e-48,2.37358861497
notícia,2.02529850212,1.42449984084e-109,2.34518400098
alemanha,2.15588939502,8.31286664247e-108,2.34179717313
comente,1.99271958417,1.87186210174e-105,2.33907203032
quatro,2.50305568628,1.04958590479e-19,2.33600661749
confira,1.7569318838,1.19484002968e-39,2.29917808533
microsoft,1.95997086014,5.93043696476e-42,2.27360974308
pontos,2.46935858667,1.46425363573e-39,2.22456594437
site,2.03371860137,0.183260008418,2.21656617802
evento,2.09641180515,0.0112383814081,2.20971772337
torneio,1.99575295791,0.121931854099,2.20913770442
lançamento,2.24857238605,0.0469112405855,2.20135009839
bayern,2.14993421414,5.42332929313e-108,2.19845209453
deixe,1.95954544058,4.11725153131e-103,2.16156875952
of,0.0717638578618,5.79936658361,2.15414297743
rio,1.58172040177,7.91795977883e-74,2.14572051893
duas,2.25491695367,7.45636506685e-23,2.1400678154
área,2.53913442174,3.7567900702e-76,2.12859744768
munique,1.97480013374,8.53275813636e-107,2.10275852657
rodada,1.8866201002,5.35967288125e-118,2.09844051485
apesar,2.05582998513,2.22840084285e-29,2.07942871112
milhões,1.68779444263,0.256910231326,2.07255635551
forma,2.01670432786,1.39726596322e-41,2.0673125809
sábado,1.96472352546,4.71512979648e-111,2.06620034769
competição,1.94855416185,7.76477815006e-94,2.02219728246
maior,2.14106603093,0.357078521244,2.01704227901
parte,1.97647960691,0.162340924539,2.0011317938
recado,1.71010579318,7.64207582491e-114,1.92546531966
país,1.78422834766,0.0811989024506,1.92073465643
neste,1.96196767537,3.26185410435e-85,1.91827390606
fim,1.79414011725,1.22592879083e-70,1.91502163193
série,1.88119538712,0.060137437561,1.90704496584
segunda,2.09401566921,0.00516230465882,1.89865676075
momento,1.71573301702,3.17412214091e-64,1.86808076851
chega,1.91928342124,1.16357619335e-46,1.86649095673
caso,1.67896828353,2.00892297578e-66,1.8529715666
possível,1.76610079736,6.55771500861e-23,1.85097232279
atleta,1.57961029834,6.03317248469e-102,1.84469966099
guardiola,1.85331976861,1.59512502215e-108,1.81756412301
aqui,1.6567758749,3.55886441599e-70,1.79147204724
atual,1.55314666593,1.90781562237e-35,1.78682064303
controle,1.69381580209,5.64740214223e-15,1.7844758049
dentro,1.77721891075,6.15517580897e-34,1.77676514205
copa,1.93221554327,2.82038466336e-116,1.77644457533
assim,1.73818466609,0.264305933221,1.76505131603
versão,1.98310221978,0.00109524075931,1.76288048134
campo,1.86166195746,1.43605229074e-17,1.75440194185
messi,2.18433455097,3.13434125148e-116,1.74789023524
chegou,1.77344488912,8.37851468263e-42,1.74053389634
dias,1.67687206997,5.76544127385e-07,1.71598312189
indústria,1.41829765625,0.251959847511,1.71179457966
nba,1.46363864381,1.11981978825e-50,1.70179563753
companhia,1.54846415483,0.0837559251406,1.68862702659
zagueiro,1.55333547205,4.31379216417e-112,1.666667781
vezes,1.69054365748,2.06719473296e-56,1.66104357838
aldo,1.00155370698,4.15484640909e-94,1.6600459664
super,1.69032765678,0.0387084066556,1.64076094811
presidente,1.30048290896,1.54796800401e-17,1.61344942094
anunciou,1.59064092328,1.42778501673e-05,1.59863571823
equipes,1.46556764766,0.0884907404462,1.59820048785
história,1.62974653062,7.94122782437e-36,1.59380707899
estúdio,1.84505841366,6.17701120294e-36,1.59272488694
trailer,1.49294808058,1.15485086561e-16,1.57933232673
menos,1.80481270611,0.0898674469755,1.57705911129
desde,1.55240200313,4.34366243696e-19,1.57547953777
tv,1.45849412707,1.74525439765e-07,1.57491359163
marca,1.74426201183,1.88598620025e-73,1.56902185526
qualquer,1.70804815902,2.79959391899e-16,1.55894789095
videogames,1.35421820917,0.298070628482,1.5430005066
defesa,1.75956217915,1.31106237508e-116,1.53882235291
setembro,1.3703084359,9.71217630051e-32,1.52926183233
onde,1.61106921852,1.80407763767e-17,1.522843532
itália,1.74981774923,5.10376684315e-126,1.51631925379
ex,1.45694848814,1.11508649222e-17,1.51556905349
chance,1.52209632439,3.36661540397e-73,1.51339549379
