word,V cluster value,tf norm value
útil,1.0,0.0462847202446
encaixar,1.0,0.0560241625212
empolgado,1.0,0.0713187822608
empolgação,1.0,0.107752060152
empregados,1.0,0.089727635149
empregos,1.0,0.0556148656014
encaixa,1.0,0.0640038649736
encaixam,1.0,0.0718259123974
encara,1.0,0.389380669422
encontram,1.0,0.0918329516921
encarar,1.0,0.192402295547
encerrado,1.0,0.118382193495
encerrar,1.0,0.102108056479
encerrou,1.0,0.111111111111
encheu,1.0,0.0484143012609
encontra,1.0,0.0683846302886
empecilho,1.0,0.0408680825388
empatou,1.0,0.177640714617
empates,1.0,0.0532025133399
empate,1.0,0.973060775729
empatar,1.0,0.0484143012609
empata,1.0,0.111773099733
emoções,1.0,0.10133432604
emociona,1.0,0.0862420642795
emissora,1.0,0.113273615639
emerson,1.0,0.23822612835
emergente,1.0,0.0604943724526
embora,1.0,0.839051525207
embate,1.0,0.141364280703
embalo,1.0,0.0554224170341
elogiou,1.0,0.0972433276653
elogios,1.0,0.309298226098
elogiar,1.0,0.0908041178936
encontrada,1.0,0.0723917101107
encontrar,1.0,0.302330610605
entrada,1.0,0.705718599806
ensina,1.0,0.0954523025321
engraçado,1.0,0.0464960612324
enix,1.0,0.353828050187
ennis,1.0,0.457438880846
enorme,1.0,0.130361130923
enquete,1.0,0.412593506
ensaiar,1.0,0.0487432682874
entanto,1.0,0.980735378703
encontraram,1.0,0.0566217052284
entenda,1.0,0.158587172625
entender,1.0,0.410012696086
entendimento,1.0,0.0514990706269
entertainment,1.0,0.644950286811
entidade,1.0,0.413451430663
entidades,1.0,0.114010699968
english,1.0,0.128840490088
engine,1.0,0.399722831088
enfrentou,1.0,0.148993205134
enfrentarão,1.0,0.102794578758
enfrentará,1.0,0.133399113438
enfrentaria,1.0,0.087784686332
enfrentaram,1.0,0.0837962446039
enfrentar,1.0,0.558751026314
enfrentando,1.0,0.109629362599
enfrentam,1.0,0.148908930952
enfrentado,1.0,0.082750524431
enfrenta,1.0,0.472049283213
enfim,1.0,0.065298431246
energia,1.0,0.209691043763
encontrou,1.0,0.178992762892
encontro,1.0,0.381804992499
encontrava,1.0,0.0647752874563
elogiado,1.0,0.109549597526
eliminação,1.0,0.668606385737
eliminatórias,1.0,1.15430289699
durou,1.0,0.217509940633
dupla,1.0,0.364484605746
dura,1.0,0.13347894747
duras,1.0,0.0564584446646
durava,1.0,0.152804093367
duração,1.0,0.198817320706
duro,1.0,0.240702942986
duty,1.0,0.199190341397
eliminar,1.0,0.304578578942
duvidado,1.0,0.0983269862919
dá,1.0,0.96455690368
dão,1.0,0.227153862179
débito,1.0,0.205602867272
década,1.0,0.0630528639618
dólares,1.0,0.122041660664
dungeonland,1.0,0.192621803125
duelo,1.0,1.50055422439
dudu,1.0,0.218498799454
duas,1.0,2.24847688731
dualshock,1.0,0.241073149949
drogba,1.0,0.403926795241
driblou,1.0,0.0744977420894
drible,1.0,0.0465233645932
dreams,1.0,0.129328077832
dream,1.0,0.212966342086
dragqueen,1.0,0.0697042451541
draft,1.0,0.15262038104
download,1.0,0.532457225649
dourada,1.0,0.158256774194
double,1.0,0.328883955429
doses,1.0,0.109490524495
dortmund,1.0,0.105231896738
dúvida,1.0,0.200189310773
dúvidas,1.0,0.226118307711
economia,1.0,0.0695583702012
eficiente,1.0,0.0901837448111
eliminada,1.0,0.0710717559958
elimina,1.0,0.0969023819587
elevado,1.0,0.0399220193959
eletrônicos,1.0,0.139512966878
eletrônico,1.0,0.235120580411
elenco,1.0,0.649160395082
elementos,1.0,0.169376211224
elemento,1.0,0.0809966417187
eleito,1.0,0.152320895711
electronic,1.0,0.604217202679
el,1.0,0.0517578160265
eis,1.0,0.0941765471576
eficiência,1.0,0.076544548035
eficientes,1.0,0.0499447788355
effect,1.0,0.0996596197502
econômica,1.0,0.103612488689
efetiva,1.0,0.0559866268251
efeitos,1.0,0.155631616006
efeito,1.0,0.40585045197
efe,1.0,0.302387314116
educação,1.0,0.0549934351556
eduardo,1.0,0.287946333421
edmund,1.0,0.112014971302
edições,1.0,0.112884782045
editora,1.0,0.137089517585
editor,1.0,0.25385920531
edition,1.0,0.475233591254
editais,1.0,0.0467528994519
edge,1.0,0.302150836469
edgar,1.0,0.790972601321
entra,1.0,0.346768958475
entrado,1.0,0.154799982016
donos,1.0,0.212991157336
esportivo,1.0,0.316903058694
espero,1.0,0.11336558099
espetacular,1.0,0.101118855951
espn,1.0,0.0901852115894
esport,1.0,0.105991220209
esporte,1.0,0.731144213392
esportes,1.0,0.0846826436521
esports,1.0,0.150330068148
esquerdo,1.0,0.651365168984
esposa,1.0,0.529818878459
espécie,1.0,0.149047943032
espírito,1.0,0.0975627645228
esq,1.0,0.123481583624
esquece,1.0,0.0969021187912
esquecer,1.0,0.181147901814
esperava,1.0,0.239038332579
esperar,1.0,0.373339905871
esperança,1.0,0.0874055019388
esperando,1.0,0.129676864928
esperamos,1.0,0.127740558395
esperam,1.0,0.114082580721
esperado,1.0,0.135282515116
espera,1.0,1.02352566136
específicos,1.0,0.0540598450582
específico,1.0,0.0960217670858
específicas,1.0,0.12289393916
específica,1.0,0.0969021187912
especulado,1.0,0.103328643215
especula,1.0,0.0927739753233
espectadores,1.0,0.228193178595
especificamente,1.0,0.0672351137627
especialmente,1.0,0.175735617482
esquerda,1.0,0.952176839973
estabelecer,1.0,0.0777552377399
