word,V cluster value,tf norm value
bola,1.0,2.91680857213
euro,1.0,3.4981714608
jogo,1.0,17.409134665
gol,1.0,3.91517632453
jogadores,1.0,4.30228612023
jogador,1.0,4.68028023127
gols,1.0,2.69286933272
real,1.0,4.27962701698
alemanha,1.0,2.34179717313
temporada,1.0,2.8250591232
tempo,1.0,4.3141804196
notícia,1.0,2.34518400098
casa,1.0,3.40081430181
grupo,1.0,2.7649274719
segundo,1.0,4.64121947369
vitória,1.0,3.13423114506
seleção,1.0,2.6180042938
meio,1.0,2.82656856003
melhor,1.0,4.04988727448
pontos,1.0,2.27903941545
quarta,1.0,3.00284722489
deixe,1.0,2.16156875952
barcelona,1.0,2.79061228958
sábado,1.0,2.06620034769
campeão,1.0,3.27410639528
campeonato,1.0,3.42909922129
equipe,1.0,5.38402375813
recado,1.0,1.92546531966
confira,1.0,2.34917808533
time,1.0,5.21085736446
futebol,1.0,3.301483074
dois,1.0,4.46835594418
clube,1.0,3.15377741762
partida,1.0,3.73445248798
três,1.0,2.96444738924
comente,1.0,2.33907203032
rio,1.0,2.14572051893
apenas,1.0,4.59242923649
técnico,1.0,3.56462451803
final,1.0,4.9373205725
título,1.0,4.31037511355
ufc,1.0,3.87983449441
rodada,1.0,2.09844051485
dia,1.0,5.32093077415
paulo,1.0,4.23639183759
torneio,1.0,2.52315652071
competição,1.0,2.05481368611
fez,1.0,2.61110358594
anos,1.0,4.91571457583
ano,1.0,4.75079310834
torcedores,1.0,2.83342620539
feira,1.0,6.63423662207
vai,1.0,3.01190358314
atacante,1.0,2.88981319147
madrid,1.0,2.75754288117
bayern,1.0,2.19845209453
liga,1.0,2.53157804296
espanha,1.0,2.9656773629
monetáriointerno,1.0,4.81840908599
primeira,1.0,2.87580869334
munique,1.0,2.10275852657
bem,1.0,3.10801094029
minutos,1.0,4.59140755144
espanhol,1.0,2.41562175014
brasileiro,1.0,4.87632646275
breno,1.0,3.34439260137
especificamente,0.0,0.0672351137627
especula,0.0,0.0927739753233
especialista,0.0,0.214984077301
efeitos,0.0,0.155631616006
efeito,0.0,0.40585045197
especialistas,0.0,0.215527784732
efe,0.0,0.302387314116
educação,0.0,0.0549934351556
eduardo,0.0,0.287946333421
edmund,0.0,0.112014971302
edições,0.0,0.112884782045
edição,0.0,1.34126391536
editores,0.0,0.822827763601
editora,0.0,0.137089517585
edgar,0.0,0.790972601321
ea,0.0,1.20185438297
editor,0.0,0.25385920531
efetiva,0.0,0.0559866268251
edition,0.0,0.475233591254
espectadores,0.0,0.228193178595
especialmente,0.0,0.175735617482
editais,0.0,0.0467528994519
edge,0.0,0.302150836469
economia,0.0,0.0695583702012
econômica,0.0,0.103612488689
escape,0.0,0.310062970327
eficiente,0.0,0.0901837448111
effect,0.0,0.0996596197502
elevado,0.0,0.0399220193959
embora,0.0,0.839051525207
embate,0.0,0.141364280703
embalo,0.0,0.0554224170341
elogiou,0.0,0.0972433276653
elogios,0.0,0.309298226098
elogiar,0.0,0.0908041178936
espaço,0.0,0.480470228136
elogiado,0.0,0.109549597526
eliminação,0.0,0.668606385737
eliminatórias,0.0,1.15430289699
eliminar,0.0,0.304578578942
eliminada,0.0,0.0710717559958
elimina,0.0,0.0969023819587
eletrônicos,0.0,0.139512966878
especial,0.0,0.305349048409
eletrônico,0.0,0.235120580411
elenco,0.0,0.649160395082
espaços,0.0,0.286002812615
elementos,0.0,0.169376211224
elemento,0.0,0.0809966417187
eleito,0.0,0.152320895711
electronic,0.0,0.604217202679
el,0.0,0.0517578160265
especiais,0.0,0.286966765491
eis,0.0,0.0941765471576
eficiência,0.0,0.076544548035
eficientes,0.0,0.0499447788355
dúvida,0.0,0.200189310773
dúvidas,0.0,0.226118307711
dólares,0.0,0.122041660664
especulado,0.0,0.103328643215
dono,0.0,0.391785176958
dreams,0.0,0.129328077832
dream,0.0,0.212966342086
dragqueen,0.0,0.0697042451541
draft,0.0,0.15262038104
esperando,0.0,0.129676864928
download,0.0,0.532457225649
dourada,0.0,0.158256774194
esperança,0.0,0.0874055019388
double,0.0,0.328883955429
doses,0.0,0.109490524495
dortmund,0.0,0.105231896738
dores,0.0,0.270735809025
donos,0.0,0.212991157336
domínio,0.0,0.187330034525
emerson,0.0,0.23822612835
dominância,0.0,0.0700862554083
dominou,0.0,0.238049250603
dominick,0.0,0.156890607658
domingo,0.0,0.928393334169
dominar,0.0,0.106927927049
dominando,0.0,0.106895381478
dominada,0.0,0.115583285364
domicílio,0.0,0.0819704121923
esperar,0.0,0.373339905871
documentário,0.0,0.31612224443
dobro,0.0,0.203955414531
diário,0.0,0.13233002997
diálogo,0.0,0.0582185699721
esperamos,0.0,0.127740558395
esperam,0.0,0.114082580721
drible,0.0,0.0465233645932
driblou,0.0,0.0744977420894
década,0.0,0.0630528639618
débito,0.0,0.205602867272
dão,0.0,0.227153862179
específica,0.0,0.0969021187912
dá,0.0,0.96455690368
duvidado,0.0,0.0983269862919
específicas,0.0,0.12289393916
duty,0.0,0.199190341397
durou,0.0,0.217509940633
duro,0.0,0.240702942986
duração,0.0,0.198817320706
durava,0.0,0.152804093367
duras,0.0,0.0564584446646
durante,0.0,3.25896696005
dura,0.0,0.13347894747
dupla,0.0,0.364484605746
dungeonland,0.0,0.192621803125
duelo,0.0,1.50055422439
específico,0.0,0.0960217670858
dudu,0.0,0.218498799454
específicos,0.0,0.0540598450582
