1.768056043701e-01,1.017651786171e-15,4.808513790490e-03,4.931981285951e-16,4.787260070447e-02
2.686046369010e-09,1.395441854830e-01,0.000000000000e+00,1.584916350735e-10,0.000000000000e+00
7.202728958113e-02,9.479462648026e-17,7.101147336101e-04,3.442360958003e-16,2.757342259572e-02
5.939914577430e-02,4.380201143639e-04,5.091367127097e-04,6.149357508890e-03,2.201922920675e-30
1.285737298825e+00,7.236545596864e-05,1.640884016898e-56,3.837885035588e-04,9.491429135605e-03
1.192151610525e-11,1.022201114852e-01,0.000000000000e+00,3.454597895356e-03,0.000000000000e+00
1.272863872652e-02,3.594680550257e-02,5.793221620723e-99,4.982381921458e-02,8.675125126999e-71
1.078514012018e-01,1.655225412508e-04,5.140885171622e-79,1.821047554482e-03,1.491739338115e-03
8.918629353656e-12,1.729678964455e-01,0.000000000000e+00,8.806773243627e-03,0.000000000000e+00
6.065628878677e-11,5.261777787558e-02,0.000000000000e+00,3.452366572002e-01,0.000000000000e+00
1.978974634515e-01,6.105239769364e-02,5.059789106832e-109,6.175131643660e-02,1.202495333789e-16
1.734931725451e-01,1.934782092652e-02,3.807531355045e-65,1.904294636281e-02,4.454584340413e-05
1.361355498352e-03,2.166566673810e-01,1.410207759448e-01,4.814188391466e-03,7.392645821116e-225
4.745025510658e-05,7.430947546101e-02,6.810244701113e-302,1.137692510598e-01,1.075453508345e-128
1.392091499768e-01,2.396577709660e-13,4.603331753986e-04,1.561763962219e-13,4.935583838928e-03
4.304363661607e-02,1.086220427787e-23,6.915724181571e-03,5.054457056068e-22,1.478774244848e-02
1.392175136517e-01,3.759489770274e-14,3.074234132717e-57,1.701446831732e-15,1.169802703814e-02
3.857609340436e-02,9.542530589024e-02,0.000000000000e+00,1.334145998066e-02,4.399558738587e-02
6.056420949465e-03,8.442280705352e-48,2.099775046886e-02,1.350352362869e-50,1.154673808438e-01
6.320253824515e-02,1.726335435113e-01,1.259386864139e-144,2.115975368451e-02,1.836650933863e-34
7.051422572628e-02,3.647520882039e-02,1.349840850590e-171,4.835609086308e-02,5.713797476348e-08
4.225645265747e-02,1.198169492321e-01,1.060874110291e-217,4.448447933484e-01,2.919520189314e-56
3.359965275657e-09,3.875222156274e-02,0.000000000000e+00,3.392151314629e-01,9.660198777685e-318
2.395869768762e-01,2.333005573867e-02,4.414811375411e-235,4.083047580534e-01,6.106076586473e-03
3.054879035196e-02,5.771231317565e-02,1.387031112060e-119,7.995091966259e-02,1.364920029017e-65
2.451043840762e-10,1.445211754670e-01,0.000000000000e+00,4.650914389705e-01,0.000000000000e+00
3.924131876275e-02,2.709132209906e-03,2.681044755464e-03,2.225204032261e-02,2.837921930846e-35
3.544752074981e-16,3.259687752542e-124,0.000000000000e+00,2.477134875231e-122,2.137472513228e-01
5.696458167371e-02,4.335012531356e-04,2.146445520605e-03,5.848079361916e-03,3.061419989312e-39
5.277798943063e-01,1.449329968823e-02,1.400910863478e-104,7.980509343849e-03,2.054094978514e-02
4.905877538743e-06,5.808961599825e-02,0.000000000000e+00,9.991876111064e-02,1.197072220669e-118
3.107628569214e-02,2.420888450540e-02,4.694358576590e-243,1.629436212039e-02,5.583077296640e-02
