X,K,NMI,RAND,DAVIES
X_train,13,0.570977631813,0.395459297009,6.49461566652
X_train,13,0.568198457834,0.369631258078,6.72320241543
X_train,13,0.520349245216,0.303190141183,6.60427273391
X_train,13,0.494826367989,0.267241205383,6.63567855662
X_train,13,0.524581538727,0.299364326933,6.70820628126
X_train,13,0.537467050255,0.359828058378,6.5335967527
X_train,13,0.529908205499,0.305924653064,6.36950983316
X_train,13,0.499373188812,0.300598968928,6.26255305964
X_train,13,0.467379566906,0.244436920763,6.34132789483
X_train,13,0.521589812603,0.29138087671,6.43001410209
X_train_norm,13,0.548494350213,0.344621311527,6.64872841327
X_train_norm,13,0.481190357032,0.273904183969,6.31917537316
X_train_norm,13,0.500161327518,0.2870289617,6.43866383763
X_train_norm,13,0.509358223296,0.293800445474,6.36638573373
X_train_norm,13,0.558389248877,0.340777670475,6.71062385309
X_train_norm,13,0.531083527781,0.300149889233,6.53222177617
X_train_norm,13,0.497757728076,0.283467024968,6.44864715915
X_train_norm,13,0.534231084029,0.321817501715,6.75946304682
X_train_norm,13,0.53069298005,0.283014448355,6.24062850456
X_train_norm,13,0.548702520906,0.320120614605,6.51728158148
X_train_tfidf,13,0.524747425918,0.28029850024,7.48461929236
X_train_tfidf,13,0.528625959862,0.245455606894,7.54748591271
X_train_tfidf,13,0.51869878381,0.262645922883,7.53755916132
X_train_tfidf,13,0.565959098209,0.338203234631,7.79069345868
X_train_tfidf,13,0.559414268778,0.328091663135,7.68060506907
X_train_tfidf,13,0.505277833833,0.172711375365,6.99605691578
X_train_tfidf,13,0.499229306444,0.258126081344,7.76993689159
X_train_tfidf,13,0.561537266637,0.313287866648,7.96390036042
X_train_tfidf,13,0.537473968126,0.308546968644,8.28784546018
X_train_tfidf,13,0.548339524491,0.276661549718,7.60517763225
X_train_norm_tfidf,13,0.498961037994,0.250517545676,7.65209719946
X_train_norm_tfidf,13,0.491392407035,0.185196528852,7.01264079819
X_train_norm_tfidf,13,0.582552295978,0.364162533756,7.91503680198
X_train_norm_tfidf,13,0.553544847572,0.32211859982,7.47022931804
X_train_norm_tfidf,13,0.530375515825,0.262310533946,7.53198128773
X_train_norm_tfidf,13,0.506614128593,0.236615347579,7.60622095599
X_train_norm_tfidf,13,0.540790403924,0.259676309712,7.7453039271
X_train_norm_tfidf,13,0.575831472385,0.307443964217,8.07620595493
X_train_norm_tfidf,13,0.553121603449,0.31761894142,8.13370940045
X_train_norm_tfidf,13,0.527339358439,0.244238296881,7.55800658891
