4.456458818737e-04,1.547910273270e-04,1.809264306680e-01,2.618265761117e-05,0.000000000000e+00,7.833287060377e-04,0.000000000000e+00,3.005807082466e-04,1.011286036114e-03,1.174340898405e-03,0.000000000000e+00,8.371959825645e-107,6.422281190965e-03,0.000000000000e+00,0.000000000000e+00,3.126940419042e-03,1.123757823341e-04,0.000000000000e+00,3.475520050304e-02,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.678219001398e-102,0.000000000000e+00,6.571920158881e-89,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.931749014322e-170,3.849775239428e-67,0.000000000000e+00,3.087191571843e-25,2.649875641570e-56,0.000000000000e+00,0.000000000000e+00,1.560844522057e-01,0.000000000000e+00,4.438323727453e-19,1.028152464874e-110
8.235311093420e-11,9.180663091123e-09,9.089809137694e-02,1.631861029383e-09,0.000000000000e+00,1.289634127773e-05,0.000000000000e+00,5.907306166090e-09,1.138459465800e-04,4.798586079391e-09,0.000000000000e+00,1.172015443004e-108,1.807851765573e-04,0.000000000000e+00,0.000000000000e+00,3.626250747069e-05,2.128472632332e-08,0.000000000000e+00,7.393860360778e-03,0.000000000000e+00,0.000000000000e+00
1.460982695584e-13,1.114494314341e-10,3.613796184927e-02,3.205644221191e-13,3.241015893090e-94,4.405809482986e-05,3.215620888840e-95,2.720012884805e-13,1.100645568642e-04,6.551260971974e-13,2.814250283063e-94,1.952867496138e-02,7.530159398023e-04,3.457526275479e-88,7.156368140703e-93,1.111966322918e-04,3.667830399689e-14,5.542143846394e-87,3.297136090616e-03,1.183788890404e-86,1.283464864494e-93
2.246996051904e-02,1.171136213494e-02,3.171350723749e-01,9.321412920064e-03,1.581210301669e-68,2.404931621618e-06,2.535382262236e-68,8.093835378135e-02,3.729931630635e-05,3.050638480495e-02,2.595220897622e-69,6.659967148715e-01,4.859086019158e-05,9.900071537949e-68,2.807709938354e-68,4.489955005187e-06,4.356226570522e-02,6.486266416767e-71,2.864693365884e-02,4.531784176997e-68,1.263461285018e-68
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.474326501688e-05,0.000000000000e+00,5.351861645967e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.385949515536e-03,3.275730312498e-40,0.000000000000e+00,1.786969297098e-02,1.795607242169e-02,0.000000000000e+00,0.000000000000e+00,2.186399885013e-03,0.000000000000e+00,5.399705410961e-03,1.681760075893e-04
6.112064703280e-16,5.931112220189e-03,5.493286598396e-18,2.897078707425e-08,3.162869527539e-287,1.835678281915e-03,5.830310293021e-289,1.068089780763e-16,6.662040803384e-03,1.319075477564e-14,1.007041338940e-286,2.160095399437e-02,5.685608066506e-03,4.161691347665e-275,6.817603311098e-283,3.699327445350e-03,4.494884843116e-16,7.331268486613e-253,3.618920023931e-02,1.554437080213e-274,8.707790386891e-286
9.419104309004e-10,5.115421411140e-09,6.527251082093e-02,3.275957055841e-09,1.969750710851e-128,7.903332492443e-04,6.137378571112e-130,1.193525229995e-10,1.138693172728e-04,2.199742598264e-08,2.961577379240e-129,1.881631547582e-02,5.702490107223e-03,1.676684987786e-121,9.765783535253e-127,1.799476368972e-03,1.807093196666e-10,2.316307816768e-97,6.900609170472e-03,1.228785419518e-116,4.590431814048e-129
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.698193736705e-09,0.000000000000e+00,0.000000000000e+00,3.159271368885e-02,0.000000000000e+00,0.000000000000e+00,1.480497994966e-56,1.226298573698e-08,0.000000000000e+00,0.000000000000e+00,3.652637697974e-09,0.000000000000e+00,0.000000000000e+00,1.799336694807e-01,0.000000000000e+00,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.775660323472e-02,1.211112445323e-91,1.673540769081e-03,0.000000000000e+00,5.047373925217e-86,0.000000000000e+00,1.079074483579e-02,1.155306202928e-01,4.078643436440e-86,7.219751262809e-03,4.343618570211e-02,1.618998856655e-91,0.000000000000e+00,4.427548461893e-07,8.742572105249e-83,1.643171435497e-02,5.616671690337e-02
