4.452873055193e-02,0.000000000000e+00,2.691434303224e-79,1.801153237374e-01,0.000000000000e+00
0.000000000000e+00,1.533464189775e-01,0.000000000000e+00,0.000000000000e+00,5.198573526409e-13
5.990584174113e-03,0.000000000000e+00,3.804666559209e-143,9.182209425907e-02,0.000000000000e+00
7.963433836362e-30,3.261386899936e-56,1.628947905507e-02,3.906051861499e-02,1.862187230106e-33
1.419652187953e-26,1.213084524186e-03,4.409307806664e-01,5.490457889346e-01,1.515640935245e-01
0.000000000000e+00,2.763309292885e-02,0.000000000000e+00,0.000000000000e+00,7.739442293169e-02
9.435958654735e-33,0.000000000000e+00,7.795478039225e-02,2.117530504790e-30,0.000000000000e+00
5.206823928820e-03,1.053842022579e-320,2.416719486501e-02,6.618465589201e-02,3.483162803181e-321
1.845636638159e-01,0.000000000000e+00,3.430060090674e-02,0.000000000000e+00,0.000000000000e+00
2.511015859640e-02,2.859354176600e-01,1.045053319021e-130,0.000000000000e+00,1.577125488991e-02
2.381825113126e-66,4.496668611253e-113,1.784423711680e-01,8.742406267822e-02,5.750958792752e-89
2.656931110183e-10,3.420120307734e-02,4.162473002521e-02,9.951152375851e-02,2.687601845616e-09
3.276060912745e-02,1.737393286224e-01,6.898228813377e-41,1.200971137950e-01,2.506275787238e-26
3.839039717486e-02,1.281247828543e-01,6.058651333497e-34,0.000000000000e+00,3.790039142237e-07
8.619266845836e-03,1.000738183124e-04,3.146182378577e-44,1.022942933670e-01,1.477288867486e-02
1.586632570057e-04,0.000000000000e+00,3.705062261610e-199,6.360964334747e-02,0.000000000000e+00
5.634023851258e-02,0.000000000000e+00,1.065598343956e-23,8.628304889120e-02,0.000000000000e+00
8.433102243367e-02,0.000000000000e+00,1.335835654628e-09,8.276770933665e-02,0.000000000000e+00
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.792767385762e-01,0.000000000000e+00
3.949614164075e-45,9.467337856659e-02,1.295274101476e-01,4.455018288406e-03,9.516806195172e-16
3.944888727633e-06,5.624785162790e-02,3.372535836870e-02,3.292046880163e-02,6.079772546271e-25
4.624791668693e-71,5.800527653402e-16,3.762623142291e-01,6.793402630317e-321,1.079835568206e-01
