1.380952352118e+00,6.566005643116e+00,1.051971802906e+00
7.813571243733e-01,6.951503903783e+00,4.945597114871e-321
6.277343970644e+00,4.734173068473e+00,0.000000000000e+00
3.916969831707e-01,2.707641162447e+00,1.157040457610e+00
3.233409925443e-01,3.034797127648e+00,1.029927344521e+00
5.182748624875e-321,5.086784802388e+00,4.571698325182e+00
5.730142872271e-28,8.028282145307e+00,9.948136862080e-01
9.855370516878e-01,4.811943522215e+00,4.744261438530e+00
9.731833118936e-76,4.643528221104e+00,4.565166567573e-321
0.000000000000e+00,9.339448507507e+00,0.000000000000e+00
0.000000000000e+00,6.256824785625e+00,0.000000000000e+00
3.771304447383e-01,4.298308496536e+00,1.280507760883e+00
0.000000000000e+00,4.651244107034e+00,1.757924466030e+00
0.000000000000e+00,1.096556379363e+01,0.000000000000e+00
0.000000000000e+00,1.025806685862e+01,0.000000000000e+00
0.000000000000e+00,8.369867120634e+00,0.000000000000e+00
0.000000000000e+00,1.349487969062e+01,0.000000000000e+00
0.000000000000e+00,9.024336476041e+00,0.000000000000e+00
0.000000000000e+00,1.257232178307e+01,0.000000000000e+00
0.000000000000e+00,1.143323526042e+01,0.000000000000e+00
0.000000000000e+00,6.146494537328e+00,0.000000000000e+00
0.000000000000e+00,6.625169903727e+00,0.000000000000e+00
0.000000000000e+00,6.473513428310e+00,0.000000000000e+00
0.000000000000e+00,1.014016560494e+01,0.000000000000e+00
0.000000000000e+00,1.092721239276e+01,0.000000000000e+00
3.107787546574e-01,4.741469016199e+00,1.075726157751e+00
7.345816307875e-01,4.033614037435e+00,8.621838446876e-01
0.000000000000e+00,4.844328112828e+00,8.448244084019e-01
8.728087026587e-01,7.982839395968e+00,1.113780245579e+00
0.000000000000e+00,9.906483690008e+00,0.000000000000e+00
2.458176257315e+00,7.394837003503e+00,8.514551570675e-01
3.128356217717e-01,4.954787676765e+00,1.411503814433e+00
3.116875856411e-01,2.196389740145e+00,1.292990738578e+00
1.185546436038e+00,7.667098045351e+00,8.261597715979e-01
1.403511417844e-123,9.078205278111e+00,0.000000000000e+00
0.000000000000e+00,1.000404257685e+01,0.000000000000e+00
4.782555451743e-321,8.291945695812e+00,0.000000000000e+00
5.578895469671e-266,5.941705275051e+00,3.135276213109e+00
4.041238392554e-46,1.001259984843e+01,5.117970069872e-78
5.905134197206e-01,2.544761501172e+00,1.295565902321e-03
4.462433809061e-02,6.569925829421e+00,2.588765338601e-136
9.461739162996e-01,8.510336187740e+00,1.106702642526e+00
0.000000000000e+00,8.525288891960e+00,0.000000000000e+00
1.238821324069e+00,7.434228829297e+00,2.705734509561e-98
2.747182910942e-01,6.446686894636e+00,8.865456737658e-01
1.475742551648e-240,9.036814285143e+00,0.000000000000e+00
1.496911543559e-78,9.030429367061e+00,6.825862263793e-01
0.000000000000e+00,5.665227182401e+00,0.000000000000e+00
0.000000000000e+00,1.050576482183e+01,5.232155189459e-321
0.000000000000e+00,8.441218689932e+00,4.421887530279e-321
0.000000000000e+00,7.793272113404e+00,0.000000000000e+00
0.000000000000e+00,7.380497660501e+00,0.000000000000e+00
5.698840793871e-01,5.673819398323e+00,4.565166567573e-321
0.000000000000e+00,1.031037294286e+01,0.000000000000e+00
0.000000000000e+00,1.177466317750e+01,0.000000000000e+00
0.000000000000e+00,8.307542615008e+00,0.000000000000e+00
0.000000000000e+00,8.554040519119e+00,0.000000000000e+00
0.000000000000e+00,8.327184544456e+00,0.000000000000e+00
4.828069051149e-02,6.725245026215e+00,4.915953176120e-321
7.778942381782e-02,4.595400775511e+00,1.972112557843e-254
0.000000000000e+00,1.027368073889e+01,0.000000000000e+00
0.000000000000e+00,5.565773308806e+00,0.000000000000e+00
0.000000000000e+00,7.979868412337e+00,0.000000000000e+00
3.515531221801e-01,3.826746497932e+00,1.299722303493e-183
1.151108123766e-85,7.026475569885e+00,8.668555450089e-02
1.138487011062e-314,6.251872629769e+00,1.754675411300e-03
8.235458482220e-01,4.333082213430e+00,6.805565559500e-01
0.000000000000e+00,6.377656138459e+00,0.000000000000e+00
8.013123809169e-126,5.138934330501e+00,1.081022424977e+00
0.000000000000e+00,6.697760069040e+00,0.000000000000e+00
1.614203406923e-85,6.235249376745e+00,3.281789553942e-01
3.899363010912e-08,6.782288219481e+00,4.540463285281e-321
1.150650576961e+00,6.284179824537e+00,4.701248914952e+00
0.000000000000e+00,1.052115630430e+01,0.000000000000e+00
1.292470318012e+00,6.332709355014e+00,1.387444325237e+00
0.000000000000e+00,1.036178084986e+01,0.000000000000e+00
1.823076089405e-01,3.502222258461e+00,0.000000000000e+00
1.026007608243e-01,4.073126660100e+00,2.409808938368e-03
5.840373982830e-01,4.578089723367e+00,3.935982509840e-01
4.782555451743e-321,1.004383425045e+01,0.000000000000e+00
0.000000000000e+00,8.664771742703e+00,0.000000000000e+00
8.791720160520e-303,9.154762426555e+00,1.398304128067e-01
3.189765716802e-01,4.098166776251e+00,1.658621291296e+00
4.089537475685e-96,9.053875799965e+00,1.931214542160e-87
0.000000000000e+00,9.235883394060e+00,0.000000000000e+00
0.000000000000e+00,4.165758973908e+00,4.525193428326e-01
2.040324560910e-02,7.592305945774e+00,0.000000000000e+00
0.000000000000e+00,5.673219176497e+00,0.000000000000e+00
4.866546611536e-321,6.715540105159e+00,0.000000000000e+00
0.000000000000e+00,8.742882201110e+00,0.000000000000e+00
3.719292867062e-01,4.285099625828e+00,0.000000000000e+00
0.000000000000e+00,7.915582186884e+00,0.000000000000e+00
1.378343809490e+00,4.221668843045e+00,1.192585801295e+00
0.000000000000e+00,8.013010694562e+00,0.000000000000e+00
0.000000000000e+00,8.738101514776e+00,0.000000000000e+00
8.687556607606e-77,6.756647497991e+00,6.439806586994e-267
0.000000000000e+00,8.324181000291e+00,0.000000000000e+00
4.190352301372e-03,5.754136216697e+00,0.000000000000e+00
1.118119609976e+00,3.207881297076e+00,4.481175407780e-321
2.949510365478e-01,2.850597798458e+00,2.279655198336e-01
7.367759729125e+00,7.065543704620e-180,2.376696780598e-01
9.208867443396e+00,3.507783956106e-01,1.163850208437e-166
6.631000867965e+00,3.977291267203e-02,6.942940509238e-171
7.542377707295e+00,8.933898108032e-01,1.397311631270e+00
8.525227860258e+00,5.367341387193e-01,1.449648508602e+00
1.142956402328e+01,0.000000000000e+00,4.510819346531e-321
3.179555267630e+00,1.348441244179e+00,1.162908518740e+00
2.180644545253e+00,6.586249147790e-231,2.565716560453e+00
2.401243858711e+00,1.349380981205e+00,7.850403647339e-02
3.779469660085e+00,2.625528492111e+00,9.373383525340e-01
8.279833931503e+00,4.464226957873e-02,4.145594921575e-181
1.173062007325e+01,4.861605955078e-321,2.224805765533e-185
9.625375871370e+00,0.000000000000e+00,1.083980026976e-320
1.269881679272e+01,0.000000000000e+00,0.000000000000e+00
1.216220506403e+01,0.000000000000e+00,0.000000000000e+00
8.380026324869e+00,4.575047880490e-321,4.915953176120e-321
8.024957373880e+00,1.573160590192e-01,4.930954845222e-287
8.880955200204e+00,7.367472742399e-01,5.607809018358e-142
5.343079767214e+00,4.909374330851e-01,2.411590891700e-01
5.509015956361e+00,1.300442792886e-112,1.891048566516e+00
6.446130277898e+00,8.501830186619e-237,1.734950496151e+00
8.288143509474e+00,4.807258734035e-321,4.915953176120e-321
7.283076936361e+00,4.807258734035e-321,1.245929140511e-94
4.347665473797e+00,7.340999120366e-01,1.055677236206e+00
1.839882547959e+01,0.000000000000e+00,0.000000000000e+00
1.449550996053e+01,0.000000000000e+00,0.000000000000e+00
1.203971336964e+01,0.000000000000e+00,0.000000000000e+00
1.627964423561e+00,2.725127319866e-167,3.329545916856e+00
8.890818138683e-01,5.505352129324e-01,3.648286617649e+00
1.027052485255e+01,0.000000000000e+00,0.000000000000e+00
1.494149664612e+01,0.000000000000e+00,0.000000000000e+00
2.179252447342e+00,4.757852169451e-321,3.784644790061e+00
1.161530443072e+01,9.632956739439e-10,0.000000000000e+00
6.953562839525e+00,2.820813749164e-148,6.010266678716e-154
6.572407832561e+00,4.495997377155e-321,0.000000000000e+00
4.381141515479e+00,3.628185890208e-01,2.217993123318e+00
5.513292440349e+00,5.022841883818e-01,1.951278719129e+00
1.215085457249e+01,0.000000000000e+00,0.000000000000e+00
9.959338887160e+00,0.000000000000e+00,6.625506281683e-187
