X,K,L,NMI,RAND,DAVIES
X_train,5,7,0.139812129817,0.0526420117602,13.8558375293
X_train_norm,5,7,0.146357666043,0.0573669715152,13.603292913
X_train_tfidf,5,7,0.331228247916,0.133557875635,12.908930632
X_train_norm_tfidf,5,7,0.31516820809,0.0948596755528,11.5327994508
X_train,5,10,0.243257466712,0.0862706377203,10.2345845633
X_train_norm,5,10,0.317048360907,0.119579739101,9.70471522831
X_train_tfidf,5,10,0.407153671994,0.116310073311,8.58918256237
X_train_norm_tfidf,5,10,0.453369967548,0.142862577557,8.5614974107
X_train,5,13,0.330509993955,0.121564902249,9.39759784964
X_train_norm,5,13,0.46155716533,0.170606819014,7.05616290832
X_train_tfidf,5,13,0.479124914258,0.170971674584,9.52819613897
X_train_norm_tfidf,5,13,0.465894377175,0.175549500096,9.78818340286
X_train,5,16,0.441763931549,0.166328891426,7.27921698539
X_train_norm,5,16,0.486926846302,0.198334462229,7.1402035803
X_train_tfidf,5,16,0.45950283341,0.155552881595,9.39439700142
X_train_norm_tfidf,5,16,0.427498346654,0.128684236921,9.11436046669
X_train,5,19,0.49916623189,0.219124323515,7.25678050017
X_train_norm,5,19,0.488310011658,0.221597676862,7.31847905911
X_train_tfidf,5,19,0.415723630857,0.126793721344,8.56777533579
X_train_norm_tfidf,5,19,0.40613630085,0.114285447595,8.91998293192
